"","timestamp_fixed","cat","altitude_ft","altitude_m","cap","external_adc","humid","lat","lng","long","oxid_gas","prec_gas","pressure","reduc_gas","speed","t_amb","t_ext","t_int","t_ired","temp_ired","volt","timestamp_offset"
"261","2015-03-14 19:32:00","HAB_0",63530,19363.94,2735,NA,9.9,38.48633,-88.96733,NA,24071,-3.5,5752,130888,28,-6.3888888889,-33,3,NA,-7.6666666667,7891,4290
"263","2015-03-14 19:32:30","HAB_0",63941,19489.22,2735,NA,9.8,38.48533,-88.965,NA,21103,-3.8,5488,121103,28,-5.8888888889,-34,3,NA,-7.4444444444,7891,4320
"265","2015-03-14 19:33:00","HAB_0",64401,19629.42,2735,NA,9.8,38.4845,-88.9625,NA,21103,-3.8,5488,121103,26,-5.8888888889,-32,3,NA,-7.4444444444,7891,4350
"266","2015-03-14 19:33:30","HAB_0",64872,19772.99,2750,NA,9.9,38.4845,-88.96,NA,19170,-3.9,5228,115781,22,-5.4444444444,-31,3,NA,-6.7222222222,7891,4380
"267","2015-03-14 19:34:00","HAB_0",65338,19915.02,2750,NA,9.9,38.48383,-88.9575,NA,19170,-3.9,5228,115781,28,-5.4444444444,-29,3,NA,-6.7222222222,7891,4410
"270","2015-03-14 19:34:30","HAB_0",65871,20077.48,2750,NA,10.1,38.48217,-88.95567,NA,17033,-3.9,4960,108647,30,-4.8888888889,-29,3,NA,-6.0555555556,7891,4440
"273","2015-03-14 19:35:00","HAB_0",66363,20227.44,2750,NA,10.1,38.4815,-88.954,NA,17033,-3.9,4960,108647,22,-4.8888888889,-28,3,NA,-6.0555555556,7891,4470
"276","2015-03-14 19:35:30","HAB_0",66766,20350.28,2766,NA,9.9,38.481,-88.9515,NA,16719,-4.5,4724,103656,31,-4.3888888889,-30,4,NA,-5.1666666667,7891,4500
"278","2015-03-14 19:37:00","HAB_0",67566,20594.12,2766,NA,10.4,38.479,-88.94483,NA,12559,-4.1,4508,90381,41,-3.8333333333,-26,4,NA,-4.9444444444,7891,4590
"279","2015-03-14 19:37:30","HAB_0",67955,20712.68,2766,NA,10.4,38.4775,-88.94283,NA,12559,-4.1,4508,90381,26,-3.8333333333,-28,4,NA,-4.9444444444,7891,4620
"280","2015-03-14 19:38:00","HAB_0",68359,20835.82,2781,NA,10.4,38.47567,-88.94217,NA,10090,-4.2,4336,81111,24,-3.2777777778,-27,4,NA,-4.2777777778,7891,4650
"283","2015-03-14 19:38:30","HAB_0",68783,20965.06,2781,NA,10.4,38.47417,-88.94117,NA,10090,-4.2,4336,81111,22,-3.2777777778,-26,4,NA,-4.2777777778,7891,4680
"286","2015-03-14 19:39:00","HAB_0",69237,21103.44,2781,NA,10.4,38.47317,-88.9395,NA,8658,-4.2,4140,75731,24,-2.7222222222,-26,4,NA,-3.3888888889,7891,4710
"288","2015-03-14 19:39:30","HAB_0",69697,21243.65,2781,NA,10.4,38.47233,-88.937,NA,8658,-4.2,4140,75731,33,-2.7222222222,-28,4,NA,-3.3888888889,7891,4740
"289","2015-03-14 19:40:00","HAB_0",70557,21505.77,2797,NA,10.4,38.47083,-88.93167,NA,7347,-4.1,3956,69052,35,-2.2222222222,-26,4,NA,-2.9444444444,7891,4770
"290","2015-03-14 19:40:30","HAB_0",70987,21636.84,2797,NA,10.4,38.47017,-88.9295,NA,6504,-4.4,3768,65452,20,-1.7222222222,-27,5,NA,-2.8888888889,7871,4800
"291","2015-03-14 19:41:00","HAB_0",71394,21760.89,2797,NA,10.4,38.4695,-88.92783,NA,6504,-4.4,3768,65452,13,-1.7222222222,-23,5,NA,-2.8888888889,7871,4830
"293","2015-03-14 19:41:30","HAB_0",71805,21886.16,2813,NA,10.9,38.469,-88.92633,NA,5564,-4.3,3620,59946,20,-1.2222222222,-24,5,NA,-1.8888888889,7871,4860
"297","2015-03-14 19:42:00","HAB_0",72211,22009.91,2813,NA,10.9,38.46867,-88.92533,NA,5564,-4.3,3620,59946,4,-1.2222222222,-25,5,NA,-1.8888888889,7851,4890
"298","2015-03-14 19:42:30","HAB_0",72628,22137.01,2813,NA,10.8,38.46883,-88.9245,NA,4862,-4.1,3460,57697,2,-0.7777777778,-24,5,NA,-1.4444444444,7871,4920
"300","2015-03-14 19:43:00","HAB_0",73016,22255.28,2813,NA,10.8,38.46917,-88.92433,NA,4862,-4.1,3460,57697,6,-0.7777777778,-22,5,NA,-1.4444444444,7871,4950
"301","2015-03-14 19:43:30","HAB_0",73479,22396.4,2828,NA,10.8,38.47017,-88.923,NA,4390,-4.2,3308,54523,26,-0.2777777778,-22,5,NA,-1.0555555556,7871,4980
"305","2015-03-14 19:44:00","HAB_0",73932,22534.47,2828,NA,10.8,38.471,-88.92117,NA,4390,-4.2,3308,54523,30,-0.2777777778,-23,5,NA,-1.0555555556,7871,5010
"307","2015-03-14 19:44:30","HAB_0",74405,22678.64,2844,NA,10.7,38.47183,-88.91883,NA,3736,-4.8,3156,53668,20,0.1666666667,-22,6,NA,-0.7777777778,7871,5040
"309","2015-03-14 19:45:00","HAB_0",74835,22809.71,2844,NA,10.7,38.47233,-88.91683,NA,3736,-4.8,3156,53668,20,0.1666666667,-22,6,NA,-0.7777777778,7891,5070
"310","2015-03-14 19:45:30","HAB_0",75270,22942.3,2844,NA,11,38.47267,-88.915,NA,3402,-4.8,2984,47898,22,0.6666666667,-20,6,NA,-0.5555555556,7891,5100
"311","2015-03-14 19:46:00","HAB_0",75731,23082.81,2844,NA,11,38.4725,-88.91283,NA,3402,-4.8,2984,47898,20,0.6666666667,-21,6,NA,-0.5555555556,7871,5130
"315","2015-03-14 19:46:30","HAB_0",76168,23216.01,2860,NA,10.9,38.472,-88.9115,NA,2946,-4.2,2832,49921,28,1.1111111111,-19,6,NA,-0.2222222222,7871,5160
"317","2015-03-14 19:47:00","HAB_0",76623,23354.69,2860,NA,10.9,38.47083,-88.90933,NA,2946,-4.2,2832,49921,33,1.1111111111,-20,6,NA,-0.2222222222,7871,5190
"318","2015-03-14 19:47:30","HAB_0",77041,23482.1,2860,NA,10.8,38.46967,-88.90783,NA,2618,-4.5,2704,47077,9,1.5555555556,-19,6,NA,0.0555555556,7871,5220
"319","2015-03-14 19:48:00","HAB_0",77496,23620.78,2860,NA,10.8,38.46933,-88.907,NA,2618,-4.5,2704,47077,9,1.5555555556,-22,6,NA,0.0555555556,7871,5250
"320","2015-03-14 19:48:30","HAB_0",77932,23753.67,2875,NA,10.9,38.4695,-88.9065,NA,2463,-4.3,2584,48081,7,1.9444444444,-22,6,NA,0.5,7871,5280
"322","2015-03-14 19:49:00","HAB_0",78424,23903.64,2875,NA,10.9,38.46867,-88.90567,NA,2463,-4.3,2584,48081,20,1.9444444444,-21,6,NA,0.5,7871,5310
"323","2015-03-14 19:49:30","HAB_0",78905,24050.24,2891,NA,11,38.46783,-88.90483,NA,2233,-4.9,2460,47898,15,2.3888888889,-19,7,NA,1.0555555556,7871,5340
"327","2015-03-14 19:50:00","HAB_0",79382,24195.63,2891,NA,11,38.46717,-88.904,NA,2233,-4.9,2460,47898,11,2.3888888889,-18,7,NA,1.0555555556,7871,5370
"330","2015-03-14 19:50:30","HAB_0",79811,24326.39,2891,NA,10.9,38.46717,-88.9035,NA,2019,-4.8,2344,48172,6,2.8333333333,-20,7,NA,1.3888888889,7871,5400
"332","2015-03-14 19:51:00","HAB_0",80306,24477.27,2891,NA,10.9,38.46767,-88.903,NA,2019,-4.8,2344,48172,20,2.8333333333,-22,7,NA,1.3888888889,7871,5430
"333","2015-03-14 19:51:30","HAB_0",80762,24616.26,2906,NA,11,38.468,-88.90217,NA,1835,-4.7,2204,45179,11,3.1666666667,-20,7,NA,1.8888888889,7871,5460
"334","2015-03-14 19:52:00","HAB_0",81206,24751.59,2906,NA,11,38.46733,-88.90133,NA,1835,-4.7,2204,45179,17,3.1666666667,-19,7,NA,1.8888888889,7871,5490
"335","2015-03-14 19:52:30","HAB_0",81646,24885.7,2906,NA,11.1,38.46683,-88.9005,NA,1640,-4.8,2104,45809,4,3.5555555556,-18,7,NA,2.1666666667,7871,5520
"338","2015-03-14 19:53:00","HAB_0",82105,25025.6,2906,NA,11.1,38.46683,-88.90017,NA,1640,-4.8,2104,45809,7,3.5555555556,-17,7,NA,2.1666666667,7871,5550
"340","2015-03-14 19:53:30","HAB_0",82564,25165.51,2922,NA,11.1,38.46733,-88.89933,NA,1520,-4.8,2012,47350,20,3.9444444444,-16,7,NA,2.3333333333,7871,5580
"341","2015-03-14 19:54:00","HAB_0",83017,25303.58,2922,NA,11.1,38.46833,-88.89783,NA,1520,-4.8,2012,47350,24,3.9444444444,-13,7,NA,2.3333333333,7871,5610
"343","2015-03-14 19:54:30","HAB_0",83488,25447.14,2938,NA,11,38.46817,-88.89617,NA,1417,-5,1888,48172,19,4.3333333333,-15,7,NA,2.8333333333,7871,5640
"344","2015-03-14 19:55:00","HAB_0",83985,25598.63,2938,NA,11,38.46817,-88.89433,NA,1417,-5,1888,48172,17,4.3333333333,-14,7,NA,2.8333333333,7871,5670
"345","2015-03-14 19:55:30","HAB_0",84464,25744.63,2938,NA,10.9,38.468,-88.893,NA,1326,-5.1,1796,50292,15,4.6666666667,-13,7,NA,3.1111111111,7871,5700
"350","2015-03-14 19:56:00","HAB_0",84946,25891.54,2938,NA,10.9,38.46717,-88.8915,NA,1326,-5.1,1796,50292,15,4.6666666667,-13,7,NA,3.1111111111,7871,5730
"351","2015-03-14 19:56:30","HAB_0",85406,26031.75,2953,NA,10.7,38.467,-88.89067,NA,1235,-5,1696,51036,9,5,-12,8,NA,3.4444444444,7871,5760
"352","2015-03-14 19:57:00","HAB_0",85840,26164.03,2953,NA,10.7,38.4675,-88.88933,NA,1235,-5,1696,51036,24,5,-12,8,NA,3.4444444444,7871,5790
"353","2015-03-14 19:57:30","HAB_0",86284,26299.36,2953,NA,10.8,38.46883,-88.88733,NA,1185,-4.8,1612,51877,33,5.3333333333,-13,8,NA,3.7777777778,7871,5820
"354","2015-03-14 19:58:00","HAB_0",86688,26422.5,2953,NA,10.8,38.4695,-88.885,NA,1185,-4.8,1612,51877,19,5.3333333333,-9,8,NA,3.7777777778,7871,5850
"358","2015-03-14 19:58:30","HAB_0",87135,26558.75,2953,NA,10.8,38.47,-88.8835,NA,1110,-5.1,1532,52535,19,5.7222222222,-10,8,NA,4.3888888889,7871,5880
"359","2015-03-14 19:59:00","HAB_0",87592,26698.04,2953,NA,10.8,38.47133,-88.8825,NA,1110,-5.1,1532,52535,17,5.7222222222,-14,8,NA,4.3888888889,7871,5910
"361","2015-03-14 19:59:30","HAB_0",88056,26839.47,2969,NA,10.7,38.47283,-88.88217,NA,1036,-5.1,1452,53194,19,6.0555555556,-10,8,NA,4.8333333333,7851,5940
"362","2015-03-14 20:00:00","HAB_0",88535,26985.47,2969,NA,10.7,38.475,-88.88083,NA,1036,-5.1,1452,53194,39,6.0555555556,-13,8,NA,4.8333333333,7871,5970
"366","2015-03-14 20:00:30","HAB_0",89019,27132.99,2985,NA,10.7,38.4775,-88.8795,NA,972,-5.1,1376,54237,35,6.3888888889,-12,8,NA,5.1111111111,7871,6000
"369","2015-03-14 20:01:00","HAB_0",89559,27297.5,2985,NA,10.7,38.47983,-88.87867,NA,972,-5.1,1376,54237,33,6.3888888889,-9,8,NA,5.1111111111,7871,6030
"370","2015-03-14 20:01:30","HAB_0",90099,27462.18,2985,NA,10.6,38.4825,-88.87867,NA,929,-5,1284,57891,35,6.7222222222,-10,8,NA,5.3888888889,7871,6060
"371","2015-03-14 20:02:00","HAB_0",90626,27622.8,2985,NA,10.6,38.48517,-88.87817,NA,929,-5,1284,57891,28,6.7222222222,-9,9,NA,5.3888888889,7871,6090
"372","2015-03-14 20:02:30","HAB_0",91128,27775.8,3000,NA,10.6,38.48733,-88.87683,NA,875,-5.1,1208,55478,39,7.0555555556,-9,9,NA,5.8333333333,7851,6120
"374","2015-03-14 20:03:00","HAB_0",91644,27933.09,3000,NA,10.6,38.4895,-88.87517,NA,875,-5.1,1208,55478,35,7.0555555556,-10,9,NA,5.8333333333,7871,6150
"375","2015-03-14 20:03:30","HAB_0",92133,28082.1,3000,NA,10.6,38.49183,-88.873,NA,832,-5.1,1128,58964,41,7.3888888889,-8,9,NA,6.0555555556,7851,6180
"377","2015-03-14 20:04:00","HAB_0",92629,28233.3,3000,NA,10.6,38.49333,-88.87067,NA,832,-5.1,1128,58964,22,7.3888888889,-8,9,NA,6.0555555556,7851,6210
"378","2015-03-14 20:04:30","HAB_0",93110,28379.93,3000,NA,10.5,38.494,-88.8685,NA,779,-4.8,1072,57212,22,7.7222222222,-10,9,NA,6.5,7851,6240
"380","2015-03-14 20:05:00","HAB_0",93585,28524.71,3000,NA,10.5,38.49483,-88.86667,NA,779,-4.8,1072,57212,26,7.7222222222,-12,9,NA,6.5,7871,6270
"381","2015-03-14 20:05:30","HAB_0",94048,28665.8,3016,NA,10.5,38.49533,-88.864,NA,736,-5.2,1012,59847,30,8,-9,9,NA,6.7777777778,7851,6300
"382","2015-03-14 20:06:00","HAB_0",94540,28815.7,3016,NA,10.5,38.49533,-88.8615,NA,736,-5.2,1012,59847,31,8,-9,9,NA,6.7777777778,7851,6330
"383","2015-03-14 20:06:30","HAB_0",95023,28963,3016,NA,10.5,38.49467,-88.85933,NA,703,-5.6,952,61032,26,8.3333333333,-8,9,NA,7.0555555556,7851,6360
"384","2015-03-14 20:07:00","HAB_0",95493,29106.2,3016,NA,10.5,38.493,-88.8585,NA,703,-5.6,952,61032,20,8.3333333333,-6,9,NA,7.0555555556,7871,6390
"386","2015-03-14 20:07:30","HAB_0",96435,29393.39,3031,NA,10.4,38.4905,-88.857,NA,660,-5.4,892,60439,15,8.5,-6,10,NA,7.2777777778,7871,6420
"387","2015-03-14 20:09:00","HAB_0",96926,29543.04,3031,NA,10.4,38.4895,-88.85733,NA,632,-5.2,840,58964,6,8.8333333333,-4,10,NA,8,7871,6510
"388","2015-03-14 20:09:30","HAB_0",97378,29680.81,3031,NA,10.4,38.4885,-88.85617,NA,632,-5.2,840,58964,11,8.8333333333,-3,10,NA,8,7871,6540
"389","2015-03-14 20:10:00","HAB_0",97818,29814.93,3047,NA,10.4,38.48783,-88.85583,NA,594,-5.3,792,61728,11,9.1111111111,-6,10,NA,8.0555555556,7871,6570
"390","2015-03-14 20:10:30","HAB_0",98280,29955.74,3047,NA,10.4,38.488,-88.85667,NA,594,-5.3,792,61728,7,9.1111111111,-7,10,NA,8.0555555556,7871,6600
"392","2015-03-14 20:11:00","HAB_0",98705,30085.28,3047,NA,10.4,38.4885,-88.858,NA,571,-5.4,740,60439,17,9.4444444444,-3,10,NA,8.3888888889,7871,6630
"393","2015-03-14 20:11:30","HAB_0",99129,30214.52,3047,NA,10.4,38.48933,-88.85933,NA,571,-5.4,740,60439,24,9.4444444444,-1,10,NA,8.3888888889,7871,6660
"394","2015-03-14 20:12:00","HAB_0",99555,30344.36,3047,NA,10.4,38.49067,-88.86017,NA,552,-5.2,696,59062,26,9.7222222222,-2,11,NA,8.9444444444,7871,6690
"396","2015-03-14 20:12:30","HAB_0",100002,30480.6,3047,NA,10.4,38.49167,-88.86,NA,552,-5.2,696,59062,17,9.7222222222,0,11,NA,8.9444444444,7871,6720
"397","2015-03-14 20:13:00","HAB_0",100480,30626.3,3063,NA,10.4,38.49217,-88.8575,NA,534,-5.4,656,60735,28,10,0,11,NA,9.2777777778,7871,6750
"398","2015-03-14 20:13:30","HAB_0",100960,30772.61,3063,NA,10.4,38.4925,-88.8555,NA,534,-5.4,656,60735,26,10,-1,11,NA,9.2777777778,7871,6780
"399","2015-03-14 20:14:00","HAB_0",101449,30921.6,3063,NA,10.3,38.4925,-88.8535,NA,520,-4.7,616,63328,26,10.2777777778,1,11,NA,9.5,7871,6810
"400","2015-03-14 20:14:30","HAB_0",101931,31068.5,3063,NA,10.3,38.49283,-88.851,NA,520,-4.7,616,63328,30,10.2777777778,3,11,NA,9.5,7871,6840
"401","2015-03-14 20:15:00","HAB_0",102404,31212.7,3063,NA,10.3,38.49317,-88.84783,NA,496,-5.1,576,60143,28,10.5555555556,2,11,NA,10.1666666667,7871,6870
"402","2015-03-14 20:15:30","HAB_0",102868,31354.1,3063,NA,10.3,38.49383,-88.84517,NA,496,-5.1,576,60143,28,10.5555555556,0,11,NA,10.1666666667,7871,6900
"404","2015-03-14 20:16:00","HAB_0",103311,31489.19,3078,NA,10.4,38.49483,-88.84333,NA,482,-5.4,536,57697,19,10.8333333333,-3,11,NA,10.5,7871,6930
"405","2015-03-14 20:16:30","HAB_0",103773,31630.01,3078,NA,10.4,38.49633,-88.84233,NA,482,-5.4,536,57697,22,10.8333333333,-3,11,NA,10.5,7871,6960
"406","2015-03-14 20:17:00","HAB_0",104233,31770.22,3078,NA,10.4,38.49733,-88.84133,NA,464,-5.3,500,57502,20,11.1111111111,-1,11,NA,10.6111111111,7871,6990
"407","2015-03-14 20:17:30","HAB_0",104694,31910.7,3078,NA,10.4,38.498,-88.84033,NA,464,-5.3,500,57502,20,11.1111111111,0,12,NA,10.6111111111,7871,7020
"408","2015-03-14 20:18:00","HAB_0",105157,32051.8,3078,NA,10.4,38.4975,-88.839,NA,450,-5.1,472,56632,22,11.3888888889,0,12,NA,11.0555555556,7871,7050
"410","2015-03-14 20:18:30","HAB_0",105605,32188.4,3078,NA,10.4,38.49567,-88.837,NA,450,-5.1,472,56632,31,11.3888888889,-1,12,NA,11.0555555556,7871,7080
"411","2015-03-14 20:19:00","HAB_0",106032,32318.5,3094,NA,10.4,38.49417,-88.83617,NA,427,-5.3,436,54237,15,11.6666666667,0,12,NA,11.4444444444,7871,7110
"412","2015-03-14 20:19:30","HAB_0",106458,32448.4,3094,NA,10.4,38.493,-88.83567,NA,427,-5.3,436,54237,19,11.6666666667,0,12,NA,11.4444444444,7871,7140
"414","2015-03-14 20:20:00","HAB_0",106867,32573,3094,NA,10.4,38.4915,-88.835,NA,418,-5.6,408,56535,22,11.9444444444,2,12,NA,11.6111111111,7871,7170
"415","2015-03-14 20:20:30","HAB_0",107269,32695.5,3094,NA,10.4,38.49033,-88.83433,NA,418,-5.6,408,56535,13,11.9444444444,2,12,NA,11.6111111111,7871,7200
"416","2015-03-14 20:21:00","HAB_0",107664,32815.9,3110,NA,10.4,38.48983,-88.834,NA,409,-5.1,372,54713,4,12.2222222222,2,12,NA,11.8888888889,7871,7230
"417","2015-03-14 20:21:30","HAB_0",108040,32930.5,3110,NA,10.4,38.49,-88.83317,NA,409,-5.1,372,54713,15,12.2222222222,4,12,NA,11.8888888889,7871,7260
"418","2015-03-14 20:22:00","HAB_0",108388,33036.6,3110,NA,10.4,38.48967,-88.832,NA,399,-5.4,348,54523,9,12.4444444444,6,12,NA,12.5,7871,7290
"419","2015-03-14 20:22:30","HAB_0",108724,33139,3110,NA,10.4,38.48933,-88.83167,NA,399,-5.4,348,54523,9,12.4444444444,7,13,NA,12.5,7871,7320
"420","2015-03-14 20:23:00","HAB_0",109113,33257.6,3110,NA,10.5,38.48883,-88.83233,NA,386,-5.4,328,57502,11,12.7222222222,8,13,NA,12.7222222222,7871,7350
